era,spearman,numerai_corr,n
0665,0.021295452880744182,0.025709697460736224,2560
0666,-0.016810103350160668,-0.031958851967218795,2560
0667,0.022639400327464018,0.01646250953893329,2560
0668,-0.005060434302024487,-0.007029566287727201,2560
0669,-0.011016972058318359,-0.012819218050171053,2560
0670,0.009325937143359976,-0.022850724726360495,2560
0671,-0.02710729070110873,-0.020406159241885147,2560
0672,-0.024690804534687204,-0.026104213708836792,2560
0673,0.02002173191174361,0.030503446993721445,2560
0674,0.0019172078716215234,0.0019329756567258783,2560
0675,0.00604059345705248,0.001603074617299963,2560
0676,0.04763227438470609,0.04080982881242524,2560
0677,-0.006902540320186225,-0.014591636246268124,2560
0678,0.01921553364326664,-0.011927565384184019,2560
0679,-0.030519072682767955,-0.018950046966836335,2560
0680,0.021389088763773084,0.0014955321897260712,2560
0681,0.010597093397958356,0.005781056921756537,2560
0682,0.004030914230241435,-0.01568086361822921,2560
0683,-0.00430913203578056,0.0043810784197635295,2560
0684,0.0004765301651955932,0.024395018621805042,2560
0685,0.022264263254731118,0.015872030078866495,2560
0686,0.01115605028061309,0.004636031117703754,2560
0687,0.0326756750872575,0.0333049929409773,2560
0688,-0.018918070782534605,-0.016469196823003775,2560
0689,0.011188214358087669,-0.0024917812508430228,2560
0690,0.017340508704863936,0.003280120489043812,2560
0691,0.002297734522182955,0.015773820026935358,2560
0692,0.02669756826081143,0.038403105536339674,2560
0693,-0.019434834991870202,-0.015118421735119488,2560
0694,0.022465628126854,0.01474261170441401,2560
0695,0.0015774884526838508,0.012682180398517155,2560
0696,-0.006937660215594045,-0.003187947325496769,2560
0697,0.013054330438655339,0.00560625682835823,2560
0698,0.0027433181720801394,-2.364914881760659e-05,2560
0699,-0.012252295079767873,-0.0012359878445243305,2560
0700,-0.00618506485248722,-0.0285940039025863,2560
0701,0.025772186813804308,0.01869608996674974,2560
0702,0.03237713740335515,0.02861560322375571,2560
0703,0.010547811083911503,0.002647323004227235,2560
0704,0.010608462521779279,0.026150841654994976,2560
0705,-0.01437896898277082,-0.02524825553532564,2560
0706,0.01411843759140757,-0.004316263223756055,2560
0707,0.02003700472430169,0.02195882611125616,2560
0708,-0.01721904650908661,-0.019114464112875727,2560
0709,0.038603563053199494,0.048060308189300294,2560
0710,-0.0012959975272874421,-0.023987391141916954,2560
0711,0.0005790074938863471,-0.009802562146166887,2560
0712,0.010572709896575798,-0.0036476643984452986,2560
0713,0.02217885023508122,0.024776294373595548,2560
0714,0.016031816654879336,0.017070680386419915,2560
0715,0.016674175205230898,0.01249571149602941,2560
0716,0.014553896328937053,0.009181929157523349,2560
0717,0.012508263197011236,0.026803172742060875,2560
0718,-0.014899273203100477,0.008255143881325065,2560
0719,0.0010243578056521015,0.02157332356353306,2560
0720,-0.008738155550047724,0.005006386376887238,2560
0721,0.002960750845867981,0.009202830456035059,2560
