era,zero_pred,filter_off_s0,filter_on_s0,c4_random_s0,gaf_s0
0447,-0.010877964564369874,-0.03134603856988061,-0.024022749035663264,-0.03064891312423727,-0.020088737913048094
0448,-0.016537800918096215,0.0022901931167172295,0.006929349658590591,-0.00350797574073478,-0.006157463320350014
0449,-0.023390162797502348,0.02142336208641199,0.012943357477374691,-0.005831357762670706,0.014098073608649982
0450,-0.006270598901415492,-0.014265283868303683,0.0013732031590199822,-0.004059278725929454,0.00810147034279282
0451,0.004626692689083558,0.022619504586397065,0.01977770576885257,0.036914420684364034,-0.007238100783397355
0452,0.021273025450262325,-0.00777827655933975,0.010079005841099374,0.002280815119147922,-0.01237475020772047
0453,0.014060183141475077,0.011332921057692439,-0.02591966794431178,-0.007904609253565006,-0.0006871883882490592
0454,-0.01736354511190238,0.05798317598656472,-0.02738477803664546,0.02849166971612094,-0.019671915762645133
0455,0.02904873216563672,0.006548355502826132,0.013182743990296435,-0.018523568034822233,-0.015684566352692313
0456,0.01801330573446191,-0.0038261728552856744,-0.001589517484280414,-0.022170008687710487,0.0021341724676490438
0457,-0.0394562161135281,0.036071482872461494,0.024840582150385433,-0.003408931865430526,0.008387243194744983
0458,0.015330863987157486,0.05267957814324467,-0.02030458991838178,-0.011036128367736322,0.03566941655011056
0459,0.024019572309402343,0.06696842211395718,-0.014910841914333842,-0.03292211520693593,0.013476914803806556
0460,0.008858741579011013,0.0520704667185967,-0.009613698047738773,-0.02266155145005431,0.021552837097217854
0461,0.0062892090619755476,0.03526509583322296,0.005428789762348394,-0.033634246711814204,0.014187105556830656
0462,-0.00396926566435849,-0.02486324067105832,-0.006213006754488183,-0.03910111379470857,0.007992044697683508
0463,-0.008592570786911818,0.014234062212077733,-0.015064013222086446,-0.011565693586174442,-0.0015726757073786886
0464,-0.01510589513201361,-0.011787876322328982,-0.015170915302603472,-0.002904470814233962,-0.01372587180774621
0465,-0.010648907890566528,-0.022147718099723063,-0.020010370734516565,-0.028972393749883966,0.0012287669022726369
0466,0.03384934011104899,0.00961897119809947,0.003886380999136525,-0.012392698921593373,0.03546113941504433
0467,-0.018479535216517497,0.013947101246553387,-0.0029014051418337562,-0.013583625650351304,0.03719824607528737
0468,0.00344143825570577,-0.013702688340157613,0.012254649636982008,-0.019452544887445154,0.026805867959810072
0469,-0.0007401661534305105,0.03765802807690565,-0.014565040536531274,-0.03844440029924259,0.021622042177080514
0470,-0.019251565585663055,0.03770836091075548,-0.03531485252141918,-0.037179303738059666,0.01634685117009022
0471,-0.013531212138579399,0.014644577107822439,0.011817793521573593,-0.031518402026350936,-0.025080430147846604
0472,0.008127476272905753,0.01967909629422067,0.013208909012403137,0.0001932052737672155,0.016396756292644168
0473,-0.009970663135859105,-0.004485856068733009,0.004589836573189483,-0.00711858549658542,0.02024318620094099
0474,-0.0059410597117842395,0.013447055610391442,0.02329941062422071,0.013202113416687214,0.028076077475576992
0475,-0.012681625159369127,0.04276931728593169,0.030849812865699346,0.028792159329629304,0.025771006583181634
0476,-0.01207052393170677,-0.007100969220120259,0.0368500400679508,0.02608538791959527,0.010003746788073777
0477,-0.011619903299551185,-0.004397214832824094,0.043676265584666966,0.04085210791874403,0.011295467971209108
0478,-0.0036884633335557645,0.010910216640015284,0.04066809888497605,0.013163676529702734,0.04047912835013378
0479,0.025246648096355642,0.031084722878101222,0.05363441089257571,0.025816124535695505,0.04681386245601624
0480,-0.03014708421241692,0.009861865074905017,0.023711032635182164,0.0051383056365776995,-0.015580302954885444
0481,-0.030448087213740507,0.04094665792914669,0.012366897535567984,0.007399105401963321,-0.022897789767540897
0482,0.02059895961352331,0.05095854042295226,-0.0034151835596755438,0.010543336459479415,-0.0006193922060232861
0483,0.023447871883718743,0.04030556659648361,0.021029369654920412,0.04051256180106098,-0.0009761164558795535
0484,-0.013576423008605457,0.06370988789200052,0.0386767336329522,0.019328924271394127,0.003960520994659426
0485,-0.006980489685366671,0.062119119102253005,0.0561779241024539,0.03441576077877221,0.005259286066377754
0486,0.035581255403829344,0.06258590425601898,-0.00040280414023245384,0.036783047731888216,-0.007134295649607713
0487,-0.010360129334614573,0.06751941424505675,0.03659373716827736,0.03456600402220239,0.02694837055025943
0488,0.020718155075756698,0.021338008878893436,0.0037243494197596386,0.016917330905717655,-0.0035494717692822774
