era,numerai_corr,spearman,n
1131,0.04318374929817994,0.04310009895771728,6210
1132,0.037870705321259475,0.034826120319477516,6102
1133,0.050983315880685005,0.05168522038338929,6141
1134,0.029889489253538848,0.030001763645971354,6222
1135,0.021124282624870115,0.00832959916890975,6360
1136,0.01301788342645605,0.011459228863055893,6371
1137,-0.0071283489307079565,-0.009160374081578071,6434
1138,0.01171669676476102,0.0009552612979667296,6385
1139,0.004035092027297778,0.004381775143827443,6283
1140,0.002402643732671673,-0.00028866667706757646,6255
1141,0.04254455946397761,0.03026894026947547,6242
1142,0.029101930019816178,0.010557480135610588,6294
1143,0.027957760063962448,0.03065131955022015,6322
1144,0.04630588730317918,0.024506869841073177,6333
1145,0.017287063207777467,0.0056140149067778235,6293
1146,0.01984824469394765,0.017057715701459357,6269
